x,y,combined_info
6925.0,2642.0,Enterocyte_Cell Type
8342.0,4726.0,Enterocyte_Cell Type
6904.0,3730.0,Enterocyte_Cell Type
6563.0,2020.0,Enterocyte_Cell Type
7786.0,5476.0,Enterocyte_Cell Type
5882.0,610.0,Enterocyte_Cell Type
8051.0,6728.0,Enterocyte_Cell Type
5956.0,1497.0,Enterocyte_Cell Type
6440.0,4104.0,Enterocyte_Cell Type
7382.0,5289.0,Enterocyte_Cell Type
7785.0,92.0,Enterocyte_Cell Type
5681.0,240.0,Enterocyte_Cell Type
6612.0,810.0,Enterocyte_Cell Type
7152.0,5579.0,Enterocyte_Cell Type
7057.0,4863.0,Enterocyte_Cell Type
8672.0,7578.0,Enterocyte_Cell Type
5598.0,1974.0,Enterocyte_Cell Type
7886.0,4649.0,Enterocyte_Cell Type
6381.0,1789.0,Enterocyte_Cell Type
5859.0,336.0,Enterocyte_Cell Type
8576.0,8859.0,Enterocyte_Cell Type
7482.0,3881.0,Enterocyte_Cell Type
6352.0,2023.0,Enterocyte_Cell Type
3733.0,8073.0,Enterocyte_Cell Type
2368.0,5255.0,Enterocyte_Cell Type
6233.0,3795.0,Enterocyte_Cell Type
7428.0,6869.0,Enterocyte_Cell Type
6715.0,4314.0,Enterocyte_Cell Type
